hsa:645954;SVILP1;supervillin pseudogene 1
hsa:534;ATP6V1G2,ATP6G,ATP6G2,NG38,VMA10;ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2 (EC:3.6.3.14)
hsa:1339;COX6A2,COX6AH,COXVIAH;cytochrome c oxidase subunit VIa polypeptide 2 (EC:1.9.3.1)
hsa:164;AP1G1,ADTG,CLAPG1;adaptor-related protein complex 1, gamma 1 subunit
hsa:533;ATP6V0B,ATP6F,HATPL,VMA16;ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b (EC:3.6.3.14)
hsa:1318;SLC31A2,COPT2,CTR2,hCTR2;solute carrier family 31 (copper transporters), member 2
hsa:963;CD53,MOX44,TSPAN25;CD53 molecule
hsa:606;NBEAP1,BCL8,BCL8A;neurobeachin pseudogene 1
hsa:905;CCNT2,CYCT2;cyclin T2
hsa:689;BTF3,BETA-NAC,BTF3a,BTF3b,NACB;basic transcription factor 3
hsa:1469;CST1;cystatin SN
hsa:786;CACNG1,CACNLG;calcium channel, voltage-dependent, gamma subunit 1
hsa:1678;TIMM8A,DDP,DDP1,DFN1,MTS,TIM8;translocase of inner mitochondrial membrane 8 homolog A (yeast)
hsa:1447;CSN2,CASB;casein beta
hsa:1556;CYP2B7P1,CYP2B,CYP2B7,CYP2B7P;cytochrome P450, family 2, subfamily B, polypeptide 7 pseudogene 1
hsa:1486;CTBS,CTB;chitobiase, di-N-acetyl- (EC:3.2.1.-)
hsa:1416;CRYBB2P1,CRYB2B;crystallin, beta B2 pseudogene 1
hsa:1518;CTSL1P8;cathepsin L1 pseudogene 8
hsa:1517;CTSL1P2,CTSLL2;cathepsin L1 pseudogene 2
hsa:1842;ECM2;extracellular matrix protein 2, female organ and adipocyte specific
hsa:1802;DPH2,DPH2L2;DPH2 homolog (S. cerevisiae)
hsa:830;CAPZA2,CAPPA2,CAPZ;capping protein (actin filament) muscle Z-line, alpha 2
hsa:1838;DTNB;dystrobrevin, beta
hsa:1102;RCBTB2,CHC1L;regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
hsa:693185;MIR600,MIRN600,hsa-mir-600;microRNA 600
hsa:100302290;MIR1973,hsa-mir-1973;microRNA 1973
hsa:693206;MIR621,MIRN621,hsa-mir-621;microRNA 621
hsa:2189;FANCG,FAG,XRCC9;Fanconi anemia, complementation group G
hsa:2568;GABRP;gamma-aminobutyric acid (GABA) A receptor, pi
hsa:2013;EMP2,XMP;epithelial membrane protein 2
hsa:2529;FUT7,FucT-VII;fucosyltransferase 7 (alpha (1,3) fucosyltransferase) (EC:2.4.1.-)
hsa:2256;FGF11,FHF3;fibroblast growth factor 11
hsa:2515;ADAM2,CRYN1,CRYN2,CT15,FTNB,PH-30b,PH30;ADAM metallopeptidase domain 2
hsa:2282;FKBP1AP1,FKBP12,FKBP1P1;FK506 binding protein 1A, 12kDa pseudogene 1
hsa:2003;ELK2AP,ELK2,ELK2.1,ELK2P1;ELK2A, member of ETS oncogene family, pseudogene
hsa:2123;EVI2A,EVDA,EVI-2A,EVI2;ecotropic viral integration site 2A
hsa:2196;FAT2,CDHF8,CDHR9,HFAT2,MEGF1;FAT tumor suppressor homolog 2 (Drosophila)
hsa:2014;EMP3,YMP;epithelial membrane protein 3
hsa:1995;ELAVL3,HUC,HUCL,PLE21;ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)
hsa:2849;GPR26;G protein-coupled receptor 26
hsa:2681;GGTA1P,GGTA,GGTA1,GLYT2,a1/3GTP;glycoprotein, alpha-galactosyltransferase 1 pseudogene
hsa:2874;GPS2,AMF-1;G protein pathway suppressor 2
hsa:2974;GUCY1B2,GC-SB2;guanylate cyclase 1, soluble, beta 2 (pseudogene)
hsa:3281;HSBP1,NPC-A-13;heat shock factor binding protein 1
hsa:3386;ICAM4,CD242,LW;intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
hsa:2793;GNGT2,G-GAMMA-8,G-GAMMA-C,GNG8,GNG9,GNGT8;guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2
hsa:2651;GCNT2,CCAT,GCNT2C,GCNT5,IGNT,II,NACGT1,NAGCT1,ULG3,bA360O19.2,bA421M1.1;glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) (EC:2.4.1.150)
hsa:3218;HOXB8,HOX2,HOX2D,Hox-2.4;homeobox B8
hsa:3321;IGSF3,EWI-3,V8;immunoglobulin superfamily, member 3
hsa:3139;HLA-L,HLA-92,HLA92,HLAL;major histocompatibility complex, class I, L (pseudogene)
hsa:2622;GAS8,GAS11;growth arrest-specific 8
hsa:2880;GPX5;glutathione peroxidase 5 (epididymal androgen-related protein) (EC:1.11.1.9)
hsa:2620;GAS2;growth arrest-specific 2
hsa:3227;HOXC11,HOX3H;homeobox C11
hsa:3200;HOXA3,HOX1,HOX1E;homeobox A3
hsa:3128;HLA-DRB6;major histocompatibility complex, class II, DR beta 6 (pseudogene)
hsa:2842;GPR19;G protein-coupled receptor 19
hsa:2787;GNG5;guanine nucleotide binding protein (G protein), gamma 5
hsa:2981;GUCA2B,GCAP-II,UGN;guanylate cyclase activator 2B (uroguanylin)
hsa:5369;PMCHL1;pro-melanin-concentrating hormone-like 1, pseudogene
hsa:5370;PMCHL2;pro-melanin-concentrating hormone-like 2, pseudogene
hsa:4660;PPP1R12B,MYPT2,PP1bp55;protein phosphatase 1, regulatory subunit 12B (EC:3.1.3.53)
hsa:3788;KCNS2,KV9.2;potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2
hsa:4112;MAGEB1,CT3.1,DAM10,MAGE-Xp,MAGEL1;melanoma antigen family B, 1
hsa:5412;UBL3,HCG-1,PNSC1;ubiquitin-like 3
hsa:4711;NDUFB5,CISGDH,SGDH;NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa (EC:1.6.5.3 1.6.99.3)
hsa:5355;PLP2,A4,A4LSB;proteolipid protein 2 (colonic epithelium-enriched)
hsa:4500;MT1L,MT1,MT1R,MTF;metallothionein 1L (gene/pseudogene)
hsa:3800;KIF5C,KINN,NKHC,NKHC-2,NKHC2;kinesin family member 5C
hsa:4943;TBC1D25,MG81,OATL1;TBC1 domain family, member 25
hsa:5283;PIGH,GPI-H;phosphatidylinositol glycan anchor biosynthesis, class H (EC:2.4.1.198)
hsa:4807;NHLH1,HEN1,NSCL,NSCL1,bHLHa35;nescient helix loop helix 1
hsa:4637;MYL6,ESMLC,LC17,LC17-GI,LC17-NM,LC17A,LC17B,MLC-3,MLC1SM,MLC3NM,MLC3SM;myosin, light chain 6, alkali, smooth muscle and non-muscle
hsa:4861;NPAS1,MOP5,PASD5,bHLHe11;neuronal PAS domain protein 1
hsa:5212;VIT;vitrin
hsa:5616;PRKY,PRKXP3,PRKYP;protein kinase, Y-linked, pseudogene
hsa:5051;PAFAH2,HSD-PLA2;platelet-activating factor acetylhydrolase 2, 40kDa (EC:3.1.1.47)
hsa:4714;NDUFB8,ASHI,CI-ASHI;NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa
hsa:3671;ISLR,HsT17563;immunoglobulin superfamily containing leucine-rich repeat
hsa:3783;KCNN4,IK1,IKCA1,KCA4,KCa3.1,SK4,hIKCa1,hKCa4,hSK4;potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4
hsa:4888;NPY6R,NPY1RL,PP2,Y2B;neuropeptide Y receptor Y6 (pseudogene)
hsa:3888;KRT82,HB2,Hb-2,KRTHB2;keratin 82
hsa:3841;KPNA5,IPOA6,SRP6;karyopherin alpha 5 (importin alpha 6)
hsa:5436;POLR2G,RPB19,RPB7,hRPB19,hsRPB7;polymerase (RNA) II (DNA directed) polypeptide G (EC:2.7.7.6)
hsa:4858;NOVA2,ANOVA,NOVA3;neuro-oncological ventral antigen 2
hsa:3881;KRT31,HA1,Ha-1,KRTHA1,hHa1;keratin 31
hsa:5471;PPAT,ATASE,GPAT,PRAT;phosphoribosyl pyrophosphate amidotransferase (EC:2.4.2.14)
hsa:5382;PMS2P4,PMS2L4,PMS6;postmeiotic segregation increased 2 pseudogene 4
hsa:4710;NDUFB4,B15,CI-B15;NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa (EC:1.6.5.3 1.6.99.3)
hsa:5673;PSG5,FL-NCA-3,PSG;pregnancy specific beta-1-glycoprotein 5
hsa:4603;MYBL1,A-MYB,AMYB;v-myb myeloblastosis viral oncogene homolog (avian)-like 1
hsa:4107;MAGEA8,CT1.8,MAGE8;melanoma antigen family A, 8
hsa:4184;SMCP,HSMCSGEN1,MCS,MCSP;sperm mitochondria-associated cysteine-rich protein
hsa:4336;MOBP;myelin-associated oligodendrocyte basic protein
hsa:4677;NARS,ASNRS,NARS1;asparaginyl-tRNA synthetase (EC:6.1.1.22)
hsa:3884;KRT33B,HA3II,Ha-3II,K33B,KRTHA3A,KRTHA3B,hHa3-II;keratin 33B
hsa:4114;MAGEB3,CT3.5;melanoma antigen family B, 3
hsa:3883;KRT33A,HA3I,Ha-3I,K33A,KRTHA3A,Krt1-3,hHa3-I;keratin 33A
hsa:4207;MEF2BNB-MEF2B,LOC729991-MEF2B,MEF2B;MEF2BNB-MEF2B readthrough
hsa:4438;MSH4;mutS homolog 4 (E. coli)
hsa:5790;PTPRCAP,CD45-AP,LPAP;protein tyrosine phosphatase, receptor type, C-associated protein
hsa:4695;NDUFA2,B8,CD14,CIB8;NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa
hsa:4917;NTN3,NTN2L;netrin 3
hsa:5379;PMS2P1,PMS2L1,PMS2L13,PMS2L6,PMS2L7,PMS2L8,PMS3,PMS8,PMSR1,PMSR2;postmeiotic segregation increased 2 pseudogene 1
hsa:3653;IPW,NCRNA00002;imprinted in Prader-Willi syndrome (non-protein coding)
hsa:3910;LAMA4,LAMA3,LAMA4*-1;laminin, alpha 4
hsa:3797;KIF3C;kinesin family member 3C
hsa:4818;NKG7,GIG1,GMP-17,p15-TIA-1;natural killer cell group 7 sequence
hsa:5874;RAB27B,C25KG;RAB27B, member RAS oncogene family
hsa:5680;PSG11,PSBG-11,PSBG-13,PSG13,PSG14;pregnancy specific beta-1-glycoprotein 11
hsa:5638;PRRG1,PRGP1;proline rich Gla (G-carboxyglutamic acid) 1
hsa:5639;PRRG2,PRGP2;proline rich Gla (G-carboxyglutamic acid) 2
hsa:3755;KCNG1,K13,KCNG,KV6.1,kH2;potassium voltage-gated channel, subfamily G, member 1
hsa:5863;RGL2,HKE1.5,KE1.5,RAB2L;ral guanine nucleotide dissociation stimulator-like 2
hsa:4728;NDUFS8,CI-23k,CI23KD,TYKY;NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase) (EC:1.6.5.3 1.6.99.3)
hsa:4642;MYO1D,myr4;myosin ID
hsa:3982;LIM2,MP17,MP19;lens intrinsic membrane protein 2, 19kDa
hsa:5352;PLOD2,LH2,TLH;procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 (EC:1.14.11.4)
hsa:4694;NDUFA1,CI-MWFE,MWFE,ZNF183;NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa (EC:1.6.99.3)
hsa:5597;MAPK6,ERK3,HsT17250,PRKM6,p97MAPK;mitogen-activated protein kinase 6 (EC:2.7.11.24)
hsa:5201;PFDN1,PDF,PFD1;prefoldin subunit 1
hsa:4104;MAGEA5,CT1.5,MAGE5,MAGEA4;melanoma antigen family A, 5
hsa:4707;NDUFB1,CI-MNLL,CI-SGDH,MNLL;NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa
hsa:6094;ROM1,ROM,ROSP1,RP7,TSPAN23;retinal outer segment membrane protein 1
hsa:6705;SPRR2F;small proline-rich protein 2F
hsa:6729;SRP54;signal recognition particle 54kDa
hsa:7141;TNP1,TP1;transition protein 1 (during histone to protamine replacement)
hsa:7955;STL;six-twelve leukemia
hsa:7104;TM4SF4,ILTMP,il-TMP;transmembrane 4 L six family member 4
hsa:6676;SPAG4,CT127,SUN4;sperm associated antigen 4
hsa:6734;SRPR,DP,Sralpha;signal recognition particle receptor (docking protein)
hsa:6618;SNAPC2,PTFDELTA,SNAP45;small nuclear RNA activating complex, polypeptide 2, 45kDa
hsa:7379;UPK2,UP2,UPII;uroplakin 2
hsa:6860;SYT4,HsT1192;synaptotagmin IV
hsa:7069;THRSP,LPGP1,Lpgp,S14,SPOT14,THRP;thyroid hormone responsive
hsa:7286;TUFT1;tuftelin 1
hsa:6838;SURF6,RRP14;surfeit 6
hsa:8079;MLF2,NTN4;myeloid leukemia factor 2
hsa:7802;DNALI1,P28,dJ423B22.5,hp28;dynein, axonemal, light intermediate chain 1
hsa:6588;SLN;sarcolipin
hsa:6629;SNRPB2,Msl1;small nuclear ribonucleoprotein polypeptide B
hsa:7504;XK,KX,MCLDS,X1k,XKR1;X-linked Kx blood group (McLeod syndrome)
hsa:7620;ZNF69,Cos5;zinc finger protein 69
hsa:7179;TPTE,CT44,PTEN2;transmembrane phosphatase with tensin homology (EC:3.1.3.48)
hsa:7355;SLC35A2,UGALT,UGAT,UGT,UGT1,UGT2,UGTL;solute carrier family 35 (UDP-galactose transporter), member A2
hsa:6706;SPRR2G;small proline-rich protein 2G
hsa:6988;TCTA;T-cell leukemia translocation altered
hsa:6674;SPAG1,HSD-3.8,SP75,TPIS;sperm associated antigen 1
hsa:6758;SSX5;synovial sarcoma, X breakpoint 5
hsa:6748;SSR4,TRAPD;signal sequence receptor, delta
hsa:6636;SNRPF,SMF,Sm-F,snRNP-F;small nuclear ribonucleoprotein polypeptide F
hsa:7311;UBA52,CEP52,HUBCEP52,L40,RPL40;ubiquitin A-52 residue ribosomal protein fusion product 1
hsa:7059;THBS3,TSP3;thrombospondin 3
hsa:7380;UPK3A,UP3A,UPIII,UPIIIA,UPK3;uroplakin 3A
hsa:6704;SPRR2E;small proline-rich protein 2E
hsa:6627;SNRPA1,Lea1;small nuclear ribonucleoprotein polypeptide A'
hsa:7110;TMF1,ARA160,TMF;TATA element modulatory factor 1
hsa:6815;STYX;serine/threonine/tyrosine interacting protein
hsa:6702;SPRR2C;small proline-rich protein 2C (pseudogene)
hsa:6643;SNX2,TRG-9;sorting nexin 2
hsa:7164;TPD52L1,D53,hD53;tumor protein D52-like 1
hsa:8001;GLRA3;glycine receptor, alpha 3
hsa:7411;VBP1,PFD3,PFDN3,VBP-1;von Hippel-Lindau binding protein 1
hsa:6829;SUPT5H,SPT5,SPT5H,Tat-CT1;suppressor of Ty 5 homolog (S. cerevisiae)
hsa:339622;;uncharacterized LOC339622
hsa:7783;ZP2,ZPA,Zp-2;zona pellucida glycoprotein 2 (sperm receptor)
hsa:6884;TAF13,TAF(II)18,TAF2K,TAFII-18,TAFII18;TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa
hsa:7221;TRPC2;transient receptor potential cation channel, subfamily C, member 2, pseudogene
hsa:280659;SSX8;synovial sarcoma, X breakpoint 8
hsa:7812;CSDE1,D1S155E,RP5-1000E10.3,UNR;cold shock domain containing E1, RNA-binding
hsa:7754;ZNF204P,ZNF184-Lp,ZNF204,ZNF315P,b24o18.1;zinc finger protein 204, pseudogene
hsa:6992;PPP1R11,HCG-V,HCGV,IPP3,TCTE5,TCTEX5;protein phosphatase 1, regulatory (inhibitor) subunit 11 (EC:3.1.3.16)
hsa:283788;;FSHD region gene 1 pseudogene
hsa:6619;SNAPC3,PTFbeta,SNAP50;small nuclear RNA activating complex, polypeptide 3, 50kDa
hsa:7782;SLC30A4,ZNT4;solute carrier family 30 (zinc transporter), member 4
hsa:100500918;MIR3651;microRNA 3651
hsa:6167;RPL37,L37;ribosomal protein L37
hsa:100500833;MIR3653;microRNA 3653
hsa:6315;ATXN8OS,KLHL1AS,NCRNA00003,SCA8;ATXN8 opposite strand (non-protein coding)
hsa:6039;RNASE6,RNS6,RNasek6;ribonuclease, RNase A family, k6
hsa:4062;LY6H,NMLY6;lymphocyte antigen 6 complex, locus H
hsa:4061;LY6E,RIG-E,RIGE,SCA-2,SCA2,TSA-1;lymphocyte antigen 6 complex, locus E
hsa:6227;RPS21,S21;ribosomal protein S21
hsa:5507;PPP1R3C,PPP1R5;protein phosphatase 1, regulatory subunit 3C
hsa:6161;RPL32,L32;ribosomal protein L32
hsa:4250;SCGB2A2,MGB1,UGB2;secretoglobin, family 2A, member 2
hsa:5718;PSMD12,Rpn5,p55;proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
hsa:5238;PGM3,AGM1,PAGM,PGM_3;phosphoglucomutase 3 (EC:5.4.2.3)
hsa:6210;RPS15A,S15a;ribosomal protein S15a
hsa:4259;MGST3,GST-III;microsomal glutathione S-transferase 3 (EC:2.5.1.18)
hsa:2958;GTF2A2,HsT18745,TF2A2,TFIIA;general transcription factor IIA, 2, 12kDa
hsa:4071;TM4SF1,H-L6,L6,M3S1,TAAL6;transmembrane 4 L six family member 1
hsa:6302;TSPAN31,SAS;tetraspanin 31
hsa:9397;NMT2;N-myristoyltransferase 2 (EC:2.3.1.97)
hsa:8703;B4GALT3,beta4Gal-T3;UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 (EC:2.4.1.90 2.4.1.38)
hsa:9044;BTAF1,MOT1,TAF(II)170,TAF172,TAFII170;BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)
hsa:8310;ACOX3;acyl-CoA oxidase 3, pristanoyl (EC:1.3.3.6)
hsa:9348;NDST3,HSST3;N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 (EC:2.8.2.8)
hsa:8892;EIF2B2,EIF-2Bbeta,EIF2B;eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa
hsa:8869;ST3GAL5,SATI,SIAT9,SIATGM3S,ST3GalV;ST3 beta-galactoside alpha-2,3-sialyltransferase 5 (EC:2.4.99.9)
hsa:8721;EDF1,EDF-1,MBF1;endothelial differentiation-related factor 1
hsa:8576;STK16,KRCT,MPSK,PKL12,TSF1;serine/threonine kinase 16 (EC:2.7.11.1 2.7.10.2)
hsa:8562;DENR,DRP,DRP1,SMAP-3;density-regulated protein
hsa:8731;RNMT,MET,RG7MT1,hCMT1c;RNA (guanine-7-) methyltransferase (EC:2.1.1.56)
hsa:8821;INPP4B;inositol polyphosphate-4-phosphatase, type II, 105kDa (EC:3.1.3.66)
hsa:8787;RGS9,PERRS,RGS9L;regulator of G-protein signaling 9
hsa:9517;SPTLC2,HSN1C,LCB2,LCB2A,NSAN1C,SPT2,hLCB2a;serine palmitoyltransferase, long chain base subunit 2 (EC:2.3.1.50)
hsa:8514;KCNAB2,AKR6A5,HKvbeta2,HKvbeta2.1,HKvbeta2.2,KCNA2B,KV-BETA-2;potassium voltage-gated channel, shaker-related subfamily, beta member 2
hsa:9583;ENTPD4,LALP70,LAP70,LYSAL1,NTPDase-4,UDPase;ectonucleoside triphosphate diphosphohydrolase 4 (EC:3.6.1.6)
hsa:9246;UBE2L6,RIG-B,UBCH8;ubiquitin-conjugating enzyme E2L 6 (EC:6.3.2.19)
hsa:8708;B3GALT1,beta3Gal-T1;UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 (EC:2.4.1.179)
hsa:9452;ITM2A,BRICD2A,E25A;integral membrane protein 2A
hsa:8789;FBP2;fructose-1,6-bisphosphatase 2 (EC:3.1.3.11)
hsa:100616424;MIR4707;microRNA 4707
hsa:8509;NDST2,HSST2,NST2;N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 (EC:2.8.2.8)
hsa:9144;SYNGR2;synaptogyrin 2
hsa:8420;SNHG3,NCRNA00014,RNU17C,RNU17D,U17HG,U17HG-A,U17HG-AB;small nucleolar RNA host gene 3 (non-protein coding)
hsa:8992;ATP6V0E1,ATP6H,ATP6V0E,M9.2,Vma21,Vma21p;ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 (EC:3.6.3.14)
hsa:8520;HAT1,KAT1;histone acetyltransferase 1 (EC:2.3.1.48)
hsa:9391;CIAO1,CIA1,WDR39;cytosolic iron-sulfur protein assembly 1
hsa:9262;STK17B,DRAK2;serine/threonine kinase 17b (EC:2.7.11.1)
hsa:9117;SEC22C,SEC22L3;SEC22 vesicle trafficking protein homolog C (S. cerevisiae)
hsa:8852;AKAP4,AKAP_82,AKAP-4,AKAP82,CT99,FSC1,HI,PRKA4,hAKAP82,p82;A kinase (PRKA) anchor protein 4
hsa:9550;ATP6V1G1,ATP6G,ATP6G1,ATP6GL,ATP6J,Vma10;ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 (EC:3.6.3.14)
hsa:9556;C14orf2,MP68,PLPM;chromosome 14 open reading frame 2
hsa:8435;SOAT2,ACACT2,ACAT2,ARGP2;sterol O-acyltransferase 2 (EC:2.3.1.26)
hsa:9167;COX7A2L,COX7AR,COX7RP,EB1,SIG81;cytochrome c oxidase subunit VIIa polypeptide 2 like
hsa:8458;TTF2,HuF2;transcription termination factor, RNA polymerase II
hsa:8269;TMEM187,CXorf12,DXS9878E,ITBA1;transmembrane protein 187
hsa:9364;RAB28;RAB28, member RAS oncogene family
hsa:9580;SOX13,ICA12,Sox-13;SRY (sex determining region Y)-box 13
hsa:8270;LAGE3,CVG5,DXS9879E,DXS9951E,ESO3,ITBA2;L antigen family, member 3
hsa:9443;MED7,ARC34,CRSP33,CRSP9;mediator complex subunit 7
hsa:8999;CDKL2,KKIAMRE,P56;cyclin-dependent kinase-like 2 (CDC2-related kinase) (EC:2.7.11.22)
hsa:8906;AP1G2,G2AD;adaptor-related protein complex 1, gamma 2 subunit
hsa:8825;LIN7A,LIN-7A,LIN7,MALS-1,TIP-33,VELI1;lin-7 homolog A (C. elegans)
hsa:8664;EIF3D,EIF3S7,eIF3-p66,eIF3-zeta;eukaryotic translation initiation factor 3, subunit D
hsa:9189;ZBED1,ALTE,DREF,TRAMP,hDREF;zinc finger, BED-type containing 1
hsa:9130;FAM50A,9F,DXS9928E,HXC-26,HXC26,XAP5;family with sequence similarity 50, member A
hsa:9354;UBE4A,E4,UBOX2,UFD2;ubiquitination factor E4A
hsa:9196;KCNAB3,AKR6A9,KCNA3.1B,KCNA3B,KV-BETA-3;potassium voltage-gated channel, shaker-related subfamily, beta member 3
hsa:8624;PSMG1,C21LRP,DSCR2,LRPC21,PAC-1,PAC1;proteasome (prosome, macropain) assembly chaperone 1
hsa:8424;BBOX1,BBH,BBOX,G-BBH,gamma-BBH;butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 (EC:1.14.11.1)
hsa:100616263;MIR4485;microRNA 4485
hsa:8436;SDPR,CAVIN2,PS-p68,SDR,cavin-2;serum deprivation response
hsa:8303;SNN;stannin
hsa:8273;SLC10A3,DXS253E,P3;solute carrier family 10 (sodium/bile acid cotransporter family), member 3
hsa:8612;PPAP2C,LPP2,PAP-2c,PAP2-g;phosphatidic acid phosphatase type 2C (EC:3.1.3.4)
hsa:8418;CMAHP,CMAH,CSAH;cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
hsa:8541;PPFIA3,LPNA3;protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3
hsa:8938;BAIAP3,BAP3;BAI1-associated protein 3
hsa:9585;KIF20B,CT90,KRMP1,MPHOSPH1,MPP-1,MPP1;kinesin family member 20B
hsa:9028;RHBDL1,RHBDL,RRP;rhomboid, veinlet-like 1 (Drosophila) (EC:3.4.21.105)
hsa:9623;TCL1B,SYN-1,TML1;T-cell leukemia/lymphoma 1B
hsa:8455;ATRN,DPPT-L,MGCA;attractin
hsa:9546;APBA3,MGC:15815,X11L2,mint3;amyloid beta (A4) precursor protein-binding, family A, member 3
hsa:9087;TMSB4Y,TB4Y;thymosin beta 4, Y-linked
hsa:9238;TBRG4,CPR2,FASTKD4;transforming growth factor beta regulator 4
hsa:9129;PRPF3,HPRP3,HPRP3P,PRP3,Prp3p,RP18;PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)
hsa:9256;BZRAP1,PBR-IP,PRAX-1,PRAX1,RIM-BP1,RIMBP1;benzodiazapine receptor (peripheral) associated protein 1
hsa:8642;DCHS1,CDH25,CDHR6,FIB1,PCDH16;dachsous 1 (Drosophila)
hsa:8544;PIR;pirin (iron-binding nuclear protein) (EC:1.13.11.24);K06911
hsa:9420;CYP7B1,CBAS3,CP7B,SPG5A;cytochrome P450, family 7, subfamily B, polypeptide 1 (EC:1.14.13.100)
hsa:8559;PRPF18,PRP18,hPrp18;PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)
hsa:8785;MATN4,HE6WCR54;matrilin 4
hsa:9340;GLP2R;glucagon-like peptide 2 receptor
hsa:8681;JMJD7-PLA2G4B,HsT16992,cPLA2-beta;JMJD7-PLA2G4B readthrough
hsa:8302;KLRC4,NKG2-F,NKG2F;killer cell lectin-like receptor subfamily C, member 4
hsa:9755;TBKBP1,ProSAPiP2,SINTBAD;TBK1 binding protein 1
hsa:10651;MTX2;metaxin 2
hsa:10609;LEPREL4,NO55,NOL55,SC65;leprecan-like 4
hsa:10446;LRRN2,FIGLER7,GAC1,LRANK1,LRRN5;leucine rich repeat neuronal 2
hsa:10473;HMGN4,HMG17L3,NHC;high mobility group nucleosomal binding domain 4
hsa:10246;SLC17A2,NPT3;solute carrier family 17 (sodium phosphate), member 2
hsa:10311;DSCR3,DCRA,DSCRA;Down syndrome critical region gene 3
hsa:9679;FAM53B,KIAA0140,RP11-12J10.2,bA12J10.2;family with sequence similarity 53, member B
hsa:10141;C4orf6,aC1;chromosome 4 open reading frame 6
hsa:9824;ARHGAP11A;Rho GTPase activating protein 11A
hsa:10233;LRRC23,LRPB7;leucine rich repeat containing 23
hsa:10230;NBR2,NCRNA00192;neighbor of BRCA1 gene 2 (non-protein coding)
hsa:10302;SNAPC5,SNAP19;small nuclear RNA activating complex, polypeptide 5, 19kDa
hsa:10420;TESK2;testis-specific kinase 2 (EC:2.7.12.1)
hsa:10608;MXD4,MAD4,MST149,MSTP149,bHLHc12;MAX dimerization protein 4
hsa:10149;GPR64,EDDM6,HE6,TM7LN2;G protein-coupled receptor 64
hsa:10607;TBL3,SAZD,UTP13;transducin (beta)-like 3
hsa:10548;TM9SF1,HMP70,MP70;transmembrane 9 superfamily member 1
hsa:10369;CACNG2,MRD10;calcium channel, voltage-dependent, gamma subunit 2
hsa:9904;RBM19;RNA binding motif protein 19
hsa:9629;CLCA3P,CLCA3;chloride channel accessory 3, pseudogene
hsa:9917;FAM20B,gxk1;family with sequence similarity 20, member B
hsa:10455;ECI2,ACBD2,DRS-1,DRS1,HCA88,PECI,dJ1013A10.3;enoyl-CoA delta isomerase 2 (EC:5.3.3.8)
hsa:10627;MYL12A,MLCB,MRCL3,MRLC3,MYL2B;myosin, light chain 12A, regulatory, non-sarcomeric
hsa:10720;UGT2B11;UDP glucuronosyltransferase 2 family, polypeptide B11 (EC:2.4.1.17)
hsa:10008;KCNE3,HOKPP,HYPP,MiRP2;potassium voltage-gated channel, Isk-related family, member 3
hsa:9741;LAPTM4A,HUMORF13,LAPTM4,MBNT,Mtrp;lysosomal protein transmembrane 4 alpha
hsa:10098;TSPAN5,NET-4,NET4,TM4SF9,TSPAN-5;tetraspanin 5
hsa:10391;CORO2B,CLIPINC;coronin, actin binding protein, 2B
hsa:9870;;KIAA0317
hsa:10169;SERF2,4F5REL,FAM2C,H4F5REL,HsT17089;small EDRK-rich factor 2
hsa:10817;FRS3,FRS2B,FRS2beta,SNT-2,SNT2;fibroblast growth factor receptor substrate 3
